iter	Logloss
509	0.3619854182
510	0.3617081471
511	0.3616174146
512	0.3614489233
513	0.3611926446
514	0.3610787039
515	0.3609937368
516	0.3606476976
517	0.3604289996
518	0.3602645678
519	0.3601245691
520	0.3599762248
521	0.3598472793
522	0.3597958904
523	0.3597193745
524	0.3592596165
525	0.3591567951
526	0.3589610274
527	0.3588185697
528	0.358574467
529	0.3583641973
530	0.3582473199
531	0.3580350863
532	0.3578934521
533	0.3577094521
534	0.3574888922
535	0.3572920914
536	0.3571843424
537	0.3570191481
538	0.3568909822
539	0.3567361193
540	0.3564221551
541	0.3563467852
542	0.356204443
543	0.3560157861
544	0.3559819443
545	0.355665459
546	0.3555085021
547	0.3552164972
548	0.3550120664
549	0.3549090422
550	0.3546203026
551	0.354460112
552	0.3543026816
553	0.3541569067
554	0.3539798107
555	0.3537626014
556	0.3536710888
557	0.3535322523
558	0.3533146576
559	0.3529138195
560	0.3527754813
561	0.3526662546
562	0.3526186186
563	0.3524197383
564	0.3523264044
565	0.3522778734
566	0.3521408979
567	0.3520378442
568	0.3519069662
569	0.3516595282
570	0.3514751237
571	0.3513722342
572	0.3510053335
573	0.3508589258
574	0.3507097023
575	0.3505979923
576	0.350471068
577	0.3504092037
578	0.3502238376
579	0.3499710259
580	0.3497551987
581	0.3494975936
582	0.3493841735
583	0.3492766032
584	0.3490809328
585	0.3489853514
586	0.3487891286
587	0.3487334452
588	0.3486286529
589	0.3485441702
590	0.348439037
591	0.3483431765
592	0.3482781465
593	0.3479992464
594	0.347917868
595	0.3477382821
596	0.3476550521
597	0.3475223624
598	0.3474497403
599	0.3473788598
600	0.3472682194
601	0.346973428
602	0.3469092297
603	0.3468192548
604	0.3466545764
605	0.3466271227
606	0.3465305517
607	0.3464063802
608	0.3463200374
609	0.3461954699
610	0.3460788454
611	0.3459503486
612	0.3456796454
613	0.3455126
614	0.3454584829
615	0.3453179507
616	0.3451364708
617	0.3448151846
618	0.3446457511
619	0.3445328248
620	0.3444064775
621	0.3441746656
622	0.3441088648
623	0.3440081726
624	0.3439501027
625	0.3436545825
626	0.3436156598
627	0.3435284255
628	0.3434305483
629	0.3433232639
630	0.3431020924
631	0.3430216935
632	0.3428075568
633	0.3427073376
634	0.3426616506
635	0.3425672781
636	0.3424692768
637	0.3424263273
638	0.3423606552
639	0.3422076068
640	0.3421398133
641	0.3420306457
642	0.3419388955
643	0.3418308095
644	0.3417579875
645	0.3416375995
646	0.3415142279
647	0.3413577092
648	0.3411489457
649	0.3410109276
650	0.3409636169
651	0.3408364355
652	0.340695791
653	0.3404746336
654	0.3404095038
655	0.3402656709
656	0.3400426327
657	0.3400251624
658	0.3399587371
659	0.3398172652
660	0.3397949798
661	0.339668414
662	0.3395473192
663	0.3394426312
664	0.3393578671
665	0.3392433467
666	0.3390284828
667	0.3389200082
668	0.3388580668
669	0.3387342149
670	0.3386286159
671	0.3385496419
672	0.338410853
673	0.3382341917
674	0.3381044609
675	0.3380035508
676	0.3379004484
677	0.3378279963
678	0.3377049154
679	0.3375080146
680	0.3374271086
681	0.3373097392
682	0.3371810641
683	0.3371240614
684	0.3369368207
685	0.3367495742
686	0.3367025725
687	0.3366671907
688	0.3366169819
689	0.3365690351
690	0.3364770499
691	0.3362837924
692	0.3362330491
693	0.3360938015
694	0.3359675875
695	0.335805124
696	0.3357030646
697	0.3356486816
698	0.3356030943
699	0.3355046213
700	0.335365364
701	0.3353385376
702	0.3352750281
703	0.3352154307
704	0.3351354702
705	0.3350491696
706	0.3349584065
707	0.3349115721
708	0.3347755531
709	0.3346692176
710	0.3345387889
711	0.3344475403
712	0.3343066882
713	0.334254224
714	0.3342161796
715	0.334143226
716	0.3340415978
717	0.3340040882
718	0.3338901121
719	0.3338402905
720	0.3337205879
721	0.3336395955
722	0.3334853415
723	0.3333799584
724	0.3332062841
725	0.3330982579
726	0.3330517491
727	0.332925268
728	0.3328206485
729	0.3327089495
730	0.3326157476
731	0.3324906426
732	0.3323773673
733	0.332240143
734	0.332181014
735	0.3321313471
736	0.3319248979
737	0.3318860312
738	0.3317186673
739	0.3316617602
740	0.3315977347
741	0.3315755581
742	0.3314580911
743	0.3313304189
744	0.3312552498
745	0.3311555808
746	0.3310220004
747	0.3308555677
748	0.3307850576
749	0.3306917079
750	0.3305587969
751	0.3304629857
752	0.330402337
753	0.3302288165
754	0.3301251344
755	0.3299358184
756	0.3298780446
757	0.3297257818
758	0.3296506143
759	0.3295257244
760	0.3294807022
761	0.3294513485
762	0.3294105507
763	0.3292863244
764	0.3291971609
765	0.3290310502
766	0.3289770858
767	0.3288719315
768	0.3287680456
769	0.3286334717
770	0.328539859
771	0.3284849144
772	0.3283716663
773	0.3282925956
774	0.3281836932
775	0.3280615995
776	0.3279577147
777	0.3278579313
778	0.3277633103
779	0.3277034781
780	0.3276436709
781	0.3275179035
782	0.3274106994
783	0.3273276265
784	0.3272076096
785	0.3271122081
786	0.3270200384
787	0.3269770537
788	0.3269400183
789	0.3268573861
790	0.326773263
791	0.32667746
792	0.3266043832
793	0.3264817646
794	0.3263529819
795	0.3262863426
796	0.3261982988
797	0.3261285337
798	0.3260471777
799	0.3259280862
800	0.3258170488
801	0.3257099854
802	0.3256173398
803	0.3255658188
804	0.3255294719
805	0.3254745942
806	0.3253962831
807	0.3252571573
808	0.3252174494
809	0.3251742374
810	0.3250468973
811	0.3250017172
812	0.3249578708
813	0.3248748756
814	0.3248012381
815	0.3247006648
816	0.3246416427
817	0.3245700587
818	0.3244977071
819	0.3244108441
820	0.3242005556
821	0.3240905759
822	0.324021791
823	0.3239462612
824	0.3238968807
825	0.3238560071
826	0.3237792707
827	0.3237184857
828	0.3236410768
829	0.3235463751
830	0.3234596057
831	0.3233764162
832	0.3232490497
833	0.3232202947
834	0.323181402
835	0.3230372655
836	0.3229380504
837	0.3228572416
838	0.3227788639
839	0.3226654233
840	0.322564827
841	0.3225017789
842	0.3224187359
843	0.3223835152
844	0.3223425103
845	0.3222823655
846	0.322214674
847	0.3221531206
848	0.3220231224
849	0.3219011447
850	0.3218157791
851	0.3217588687
852	0.321683569
853	0.3216130967
854	0.3215492596
855	0.3214812818
856	0.3213743145
857	0.3213036297
858	0.3211843641
859	0.3210346166
860	0.3209381069
861	0.3208812129
862	0.3208225255
863	0.3207551708
864	0.320705261
865	0.320619282
866	0.3205709582
867	0.3204682329
868	0.3203479009
869	0.320250507
870	0.3202059579
871	0.3201676688
872	0.3201156482
873	0.320088915
874	0.319999003
875	0.3199158337
876	0.3197879763
877	0.3196979784
878	0.3196166652
879	0.3195052003
880	0.3193849946
881	0.3193518438
882	0.3193123383
883	0.3192450965
884	0.3191153873
885	0.3190650014
886	0.3190076154
887	0.3189582126
888	0.3188908643
889	0.3187603873
890	0.3186743381
891	0.3186259001
892	0.3185528245
893	0.3184699016
894	0.3183798124
895	0.318305596
896	0.3182044723
897	0.3181012042
898	0.3180728652
899	0.3179733513
900	0.3178441953
901	0.3177955872
902	0.3176827386
903	0.3176172675
904	0.3175779533
905	0.3175319215
906	0.3174528001
907	0.3173605072
908	0.3172432562
909	0.3171427685
910	0.3170920425
911	0.3169605345
912	0.3168764355
913	0.3168411591
914	0.3168044428
915	0.3167379733
916	0.3166414818
917	0.3165751069
918	0.3164755
919	0.3163744866
920	0.3161954647
921	0.3160946198
922	0.3160226942
923	0.3159409972
924	0.3158921377
925	0.3158285015
926	0.3157239175
927	0.31565707
928	0.315578582
929	0.3154826576
930	0.3154360476
931	0.3153632094
932	0.3152637584
933	0.3151961565
934	0.3151585223
935	0.3150608152
936	0.3150308747
937	0.314985357
938	0.314947278
939	0.3148893649
940	0.3148473463
941	0.3147916562
942	0.3146577334
943	0.3145605169
944	0.3144959788
945	0.3144328546
946	0.3143915123
947	0.31432801
948	0.3142593575
949	0.314101457
950	0.3140289433
951	0.3139619879
952	0.3139390295
953	0.3138623604
954	0.3137632689
955	0.3137304764
956	0.313703619
957	0.3136761417
958	0.3136305893
959	0.3135763726
960	0.313501962
961	0.3133821157
962	0.3133199814
963	0.3132300526
964	0.3132182026
965	0.3132031256
966	0.3131379866
967	0.3130974945
968	0.313066913
969	0.3130322121
970	0.3129964273
971	0.3129085024
972	0.3128758736
973	0.3127843624
974	0.3127305068
975	0.3126667016
976	0.3126093496
977	0.3125333816
978	0.3124616859
979	0.3124174998
980	0.3123493611
981	0.312287806
982	0.3122299516
983	0.3122085738
984	0.3121546253
985	0.3120885517
986	0.3120297938
987	0.3118903443
988	0.3118460141
989	0.3117523596
990	0.3117043394
991	0.311611269
992	0.3115374992
993	0.3115153732
994	0.3114321866
995	0.3114113176
996	0.3113324726
997	0.3112740174
998	0.3112489251
999	0.3111781969
