iter	Passed	Remaining
626	2011	1196
627	2014	1193
628	2018	1190
629	2021	1187
630	2024	1184
631	2028	1180
632	2031	1177
633	2035	1174
634	2039	1172
635	2042	1168
636	2045	1165
637	2048	1162
638	2051	1159
639	2055	1155
640	2058	1152
641	2061	1149
642	2064	1146
643	2067	1143
644	2070	1139
645	2074	1136
646	2077	1133
647	2080	1130
648	2083	1126
649	2086	1123
650	2090	1120
651	2093	1117
652	2096	1114
653	2100	1111
654	2103	1107
655	2106	1104
656	2109	1101
657	2112	1097
658	2115	1094
659	2118	1091
660	2122	1088
661	2125	1085
662	2128	1082
663	2131	1078
664	2134	1075
665	2138	1072
666	2141	1069
667	2144	1065
668	2147	1062
669	2150	1059
670	2153	1055
671	2156	1052
672	2159	1049
673	2163	1046
674	2166	1043
675	2169	1039
676	2172	1036
677	2175	1033
678	2179	1030
679	2182	1026
680	2185	1023
681	2188	1020
682	2192	1017
683	2195	1014
684	2198	1010
685	2201	1007
686	2204	1004
687	2207	1001
688	2210	997
689	2213	994
690	2217	991
691	2220	988
692	2223	984
693	2226	981
694	2229	978
695	2232	975
696	2235	972
697	2239	968
698	2242	965
699	2245	962
700	2248	959
701	2251	955
702	2255	952
703	2258	949
704	2261	946
705	2264	942
706	2268	940
707	2271	936
708	2275	933
709	2278	930
710	2281	927
711	2284	923
712	2287	920
713	2290	917
714	2294	914
715	2297	911
716	2301	908
717	2304	904
718	2307	901
719	2310	898
720	2313	895
721	2316	892
722	2319	888
723	2323	885
724	2326	882
725	2329	879
726	2332	875
727	2335	872
728	2338	869
729	2341	866
730	2345	863
731	2348	859
732	2351	856
733	2354	853
734	2357	850
735	2361	847
736	2365	844
737	2368	840
738	2371	837
739	2374	834
740	2377	831
741	2380	827
742	2384	824
743	2387	821
744	2391	818
745	2394	815
746	2397	812
747	2401	808
748	2404	805
749	2407	802
750	2410	799
751	2413	796
752	2417	792
753	2420	789
754	2423	786
755	2426	783
756	2429	779
757	2432	776
758	2435	773
759	2438	770
760	2442	766
761	2445	763
762	2448	760
763	2451	757
764	2454	754
765	2457	750
766	2461	747
767	2464	744
768	2467	741
769	2470	738
770	2473	734
771	2476	731
772	2479	728
773	2482	724
774	2486	721
775	2489	718
776	2492	715
777	2495	712
778	2499	708
779	2502	705
780	2505	702
781	2508	699
782	2511	696
783	2514	692
784	2517	689
785	2520	686
786	2523	683
787	2527	680
788	2530	676
789	2534	673
790	2537	670
791	2540	667
792	2544	664
793	2547	660
794	2550	657
795	2553	654
796	2556	651
797	2559	647
798	2563	644
799	2566	641
800	2569	638
801	2573	635
802	2576	632
803	2579	628
804	2582	625
805	2585	622
806	2588	619
807	2592	615
808	2595	612
809	2598	609
810	2601	606
811	2604	603
812	2608	599
813	2611	596
814	2614	593
815	2617	590
816	2620	587
817	2623	583
818	2626	580
819	2629	577
820	2633	574
821	2636	570
822	2639	567
823	2642	564
824	2645	561
825	2649	558
826	2652	554
827	2655	551
828	2658	548
829	2661	545
830	2664	541
831	2667	538
832	2670	535
833	2673	532
834	2676	528
835	2679	525
836	2683	522
837	2686	519
838	2689	516
839	2692	512
840	2696	509
841	2699	506
842	2702	503
843	2705	500
844	2708	496
845	2711	493
846	2714	490
847	2717	487
848	2720	483
849	2724	480
850	2727	477
851	2730	474
852	2733	471
853	2737	467
854	2741	464
855	2744	461
856	2748	458
857	2751	455
858	2755	452
859	2758	449
860	2762	445
861	2765	442
862	2768	439
863	2771	436
864	2775	433
865	2778	429
866	2781	426
867	2784	423
868	2787	420
869	2790	416
870	2793	413
871	2797	410
872	2800	407
873	2803	404
874	2806	400
875	2809	397
876	2813	394
877	2816	391
878	2819	388
879	2822	384
880	2826	381
881	2829	378
882	2832	375
883	2836	372
884	2839	368
885	2842	365
886	2845	362
887	2848	359
888	2851	356
889	2854	352
890	2857	349
891	2861	346
892	2864	343
893	2867	339
894	2870	336
895	2873	333
896	2876	330
897	2879	327
898	2883	323
899	2886	320
900	2889	317
901	2892	314
902	2895	311
903	2898	307
904	2902	304
905	2905	301
906	2908	298
907	2911	295
908	2915	291
909	2918	288
910	2921	285
911	2924	282
912	2927	278
913	2930	275
914	2933	272
915	2937	269
916	2940	266
917	2943	262
918	2946	259
919	2950	256
920	2953	253
921	2956	250
922	2959	246
923	2962	243
924	2965	240
925	2968	237
926	2972	234
927	2975	230
928	2978	227
929	2981	224
930	2985	221
931	2988	218
932	2991	214
933	2994	211
934	2997	208
935	3001	205
936	3004	201
937	3007	198
938	3010	195
939	3013	192
940	3016	189
941	3019	185
942	3022	182
943	3026	179
944	3029	176
945	3032	173
946	3035	169
947	3038	166
948	3041	163
949	3044	160
950	3047	157
951	3051	153
952	3054	150
953	3057	147
954	3060	144
955	3064	141
956	3067	137
957	3070	134
958	3073	131
959	3076	128
960	3079	124
961	3082	121
962	3086	118
963	3089	115
964	3092	112
965	3095	108
966	3098	105
967	3102	102
968	3105	99
969	3108	96
970	3112	92
971	3115	89
972	3119	86
973	3122	83
974	3125	80
975	3128	76
976	3131	73
977	3134	70
978	3137	67
979	3140	64
980	3144	60
981	3147	57
982	3150	54
983	3154	51
984	3157	48
985	3160	44
986	3164	41
987	3167	38
988	3170	35
989	3173	32
990	3176	28
991	3179	25
992	3182	22
993	3186	19
994	3189	16
995	3192	12
996	3195	9
997	3199	6
998	3202	3
999	3205	0
