iter	Logloss
424	0.4170302316
425	0.4169289536
426	0.4168378669
427	0.4166263721
428	0.4164938363
429	0.4163943645
430	0.4161600425
431	0.4159892528
432	0.4159197243
433	0.415670399
434	0.4154253863
435	0.4152637601
436	0.4151602772
437	0.4149910898
438	0.4148454208
439	0.4146931969
440	0.4145227438
441	0.4143975294
442	0.414256627
443	0.4140228393
444	0.4137940532
445	0.4137050741
446	0.4136285242
447	0.4134232722
448	0.4132861648
449	0.4131551933
450	0.412959341
451	0.4128238238
452	0.4127182198
453	0.4126499202
454	0.4125203988
455	0.4123301464
456	0.41213842
457	0.411992592
458	0.4119327203
459	0.4118026583
460	0.4116528618
461	0.4113899329
462	0.4112538571
463	0.4110651016
464	0.4108787579
465	0.4107793019
466	0.4106570267
467	0.4105039965
468	0.4104317938
469	0.4102982925
470	0.410260066
471	0.4100332529
472	0.4098909054
473	0.4098154824
474	0.4096771269
475	0.4094730522
476	0.409365275
477	0.4091200092
478	0.4089765499
479	0.4088375878
480	0.4086346393
481	0.4085121342
482	0.4083069007
483	0.4079131349
484	0.4077981448
485	0.4076290374
486	0.4073468113
487	0.4072603896
488	0.4069764918
489	0.4068366785
490	0.406553621
491	0.4064444731
492	0.4063937194
493	0.4062010388
494	0.4060078286
495	0.4057232472
496	0.4055789368
497	0.4054426769
498	0.4053073363
499	0.4050667161
500	0.4049297625
501	0.4048060982
502	0.4046356646
503	0.404398245
504	0.4040979996
505	0.4037196758
506	0.4035378983
507	0.4032994438
508	0.4031939628
509	0.4030619014
510	0.4029595732
511	0.4028293659
512	0.4026593091
513	0.4025664685
514	0.4024905883
515	0.4023372554
516	0.4019893659
517	0.4018711352
518	0.4017283087
519	0.4016032841
520	0.4014651096
521	0.4013709129
522	0.4012454196
523	0.4010402723
524	0.4009109965
525	0.400602561
526	0.4005293015
527	0.4003725635
528	0.4002824812
529	0.4000738198
530	0.3999368363
531	0.3998655665
532	0.3997113286
533	0.3994801612
534	0.3993456302
535	0.3991359767
536	0.3989863835
537	0.3988047562
538	0.3986830442
539	0.3984415042
540	0.3982477097
541	0.3981238498
542	0.3979548151
543	0.3976510847
544	0.3975439487
545	0.3974741529
546	0.3972230971
547	0.3970818864
548	0.397036889
549	0.3969069374
550	0.3967873294
551	0.3966720261
552	0.3965842676
553	0.3964834249
554	0.3962254205
555	0.3960234884
556	0.3958462019
557	0.3957197773
558	0.3954645336
559	0.3954167761
560	0.3952812696
561	0.3950524613
562	0.3948540347
563	0.3946539235
564	0.3944716665
565	0.3942709172
566	0.3940914486
567	0.3937714766
568	0.3936524353
569	0.3934044547
570	0.3933211337
571	0.3931044818
572	0.3930672045
573	0.3929933595
574	0.392828317
575	0.392536687
576	0.3924215884
577	0.3922063333
578	0.3920151436
579	0.3919190205
580	0.3917093648
581	0.3915747066
582	0.3914197047
583	0.3912994405
584	0.3911970958
585	0.391142426
586	0.3908592868
587	0.3906730404
588	0.3905454618
589	0.390353891
590	0.3901848161
591	0.3901189501
592	0.389972698
593	0.3896875816
594	0.3894926454
595	0.3893295588
596	0.3890337338
597	0.3888932393
598	0.3887689095
599	0.3885779871
600	0.3884293647
601	0.3882459539
602	0.3879854677
603	0.3878076733
604	0.3876557364
605	0.3874259284
606	0.3872068125
607	0.3870550388
608	0.3869246281
609	0.3866704103
610	0.3865540531
611	0.3863345609
612	0.3861180913
613	0.3859386216
614	0.3858278544
615	0.3857641377
616	0.38569194
617	0.3855502078
618	0.3853721386
619	0.3853547543
620	0.3852625899
621	0.3850457615
622	0.3848314394
623	0.3844893051
624	0.3843208875
625	0.3839599986
626	0.3839302785
627	0.3838450234
628	0.3837151136
629	0.3834777967
630	0.383369117
631	0.3832002699
632	0.3829170811
633	0.3827913536
634	0.3825961468
635	0.3824591838
636	0.3823248198
637	0.3821996559
638	0.3820147374
639	0.3819313902
640	0.3817165355
641	0.3815977858
642	0.3815335001
643	0.3813446855
644	0.3811439585
645	0.3809424557
646	0.3808120284
647	0.380754472
648	0.3805457204
649	0.3804131633
650	0.3803008357
651	0.3800775074
652	0.3798943876
653	0.3798046212
654	0.3796973502
655	0.3794259673
656	0.3791608181
657	0.3789674394
658	0.3788048722
659	0.3786279858
660	0.3784351534
661	0.3782454539
662	0.3781296596
663	0.3779407041
664	0.377863577
665	0.3776949153
666	0.3773615266
667	0.3771342199
668	0.376972834
669	0.3768145826
670	0.3767306326
671	0.3764595966
672	0.3763407768
673	0.3762244189
674	0.3762004534
675	0.3760460277
676	0.3758350943
677	0.3756256013
678	0.3755641649
679	0.3754477784
680	0.3752499375
681	0.3750227215
682	0.3748709528
683	0.3746258976
684	0.3745268079
685	0.3743547181
686	0.3740851359
687	0.3740375383
688	0.3738694701
689	0.3736777683
690	0.3734935852
691	0.373447971
692	0.3732473286
693	0.3730754133
694	0.3729246652
695	0.3728195174
696	0.3727256957
697	0.3726377505
698	0.3726098982
699	0.3724523258
700	0.3722517564
701	0.3722044901
702	0.372118562
703	0.3720124431
704	0.3718138959
705	0.3716465669
706	0.371550538
707	0.3713864553
708	0.3712671936
709	0.371155189
710	0.3710563343
711	0.3709361743
712	0.370757191
713	0.3706590914
714	0.3704943893
715	0.3704197841
716	0.3701899239
717	0.3700507024
718	0.3699041539
719	0.3697372328
720	0.3696296681
721	0.369472919
722	0.3693941844
723	0.369211873
724	0.369045048
725	0.3688522764
726	0.3687632525
727	0.3686192548
728	0.3685129623
729	0.3683352196
730	0.3680099106
731	0.3679845899
732	0.3678116811
733	0.3677606757
734	0.3677345798
735	0.3675686901
736	0.3674606477
737	0.3674362258
738	0.3672558078
739	0.3671635894
740	0.3669616198
741	0.366739697
742	0.366704921
743	0.366500697
744	0.366419865
745	0.3663734339
746	0.3662397944
747	0.3660872542
748	0.3659652389
749	0.3657665978
750	0.3656234226
751	0.3654940676
752	0.365451027
753	0.3654383641
754	0.3653792357
755	0.3652482503
756	0.365076786
757	0.365003409
758	0.3648981897
759	0.3647483333
760	0.3645976862
761	0.3643699965
762	0.3643598181
763	0.3642713751
764	0.3642029383
765	0.364029519
766	0.363936138
767	0.3637917188
768	0.363539609
769	0.3634040481
770	0.3633201469
771	0.363285721
772	0.3631047324
773	0.3629593836
774	0.3627879862
775	0.362667213
776	0.3625784886
777	0.3625392661
778	0.3622853498
779	0.3621671312
780	0.3620464991
781	0.3618014268
782	0.3616241175
783	0.3614376521
784	0.3612441484
785	0.3610331948
786	0.3609009475
787	0.3607420143
788	0.3606683232
789	0.3605374974
790	0.3603087789
791	0.3601840966
792	0.3600162397
793	0.35990401
794	0.3598029558
795	0.3597649741
796	0.3596790245
797	0.3594662315
798	0.3593025063
799	0.3591330568
800	0.3590144172
801	0.3587978034
802	0.3587095032
803	0.3585716087
804	0.3583710185
805	0.3582267818
806	0.3579984557
807	0.3579195377
808	0.3577311806
809	0.3575330742
810	0.3574138816
811	0.3573592346
812	0.3572887463
813	0.357028021
814	0.3568668926
815	0.3567460461
816	0.3565628329
817	0.3563802007
818	0.3563098236
819	0.3561955349
820	0.3561748907
821	0.3560087669
822	0.3559787054
823	0.3557773913
824	0.3556056099
825	0.3555411579
826	0.355363311
827	0.355257818
828	0.3550875304
829	0.3549138321
830	0.3548144383
831	0.3546700711
832	0.3544821087
833	0.3544189265
834	0.3542099452
835	0.3541368856
836	0.3540426116
837	0.3538464135
838	0.3538319654
839	0.3536581983
840	0.3535252179
841	0.3534827294
842	0.3534207185
843	0.3531919148
844	0.3531186578
845	0.3530970353
846	0.3530734303
847	0.3529024272
848	0.3528081338
849	0.3527768184
850	0.3526562513
851	0.3525243701
852	0.3523077447
853	0.352286314
854	0.3520698953
855	0.3520419462
856	0.351956169
857	0.3516533647
858	0.3515590105
859	0.3514220581
860	0.3513215683
861	0.3512233263
862	0.3510017499
863	0.3508227209
864	0.3506206743
865	0.350614258
866	0.3503732428
867	0.3502648836
868	0.3501564963
869	0.3500539333
870	0.3497975837
871	0.3496105149
872	0.3495897961
873	0.3494661505
874	0.349432525
875	0.3493995147
876	0.3492470279
877	0.3490664617
878	0.3489419765
879	0.3487207602
880	0.3486091923
881	0.3484760339
882	0.3483275787
883	0.3481829475
884	0.3480557308
885	0.348006029
886	0.347912064
887	0.3477691217
888	0.3476822263
889	0.3476114342
890	0.3475946352
891	0.3474504021
892	0.3472172371
893	0.3469944857
894	0.3469003393
895	0.346697145
896	0.3465480692
897	0.3464575622
898	0.3464293625
899	0.3462850048
900	0.3461226891
901	0.3459259481
902	0.3458123123
903	0.345711491
904	0.3455035636
905	0.3452955105
906	0.3451378726
907	0.3449544311
908	0.344877182
909	0.3447738284
910	0.3445979971
911	0.34446481
912	0.3443472915
913	0.3442375876
914	0.3442012731
915	0.3441874901
916	0.3441555953
917	0.3441096149
918	0.343987041
919	0.3438524049
920	0.3437649181
921	0.3436227554
922	0.3434356215
923	0.3434021462
924	0.3432524115
925	0.3431205564
926	0.3430953277
927	0.3427887094
928	0.3426891487
929	0.3426725391
930	0.3424842341
931	0.3422332239
932	0.3422142046
933	0.3420486556
934	0.3419137028
935	0.3418706631
936	0.3417567755
937	0.3416756405
938	0.3416603095
939	0.341508961
940	0.3413627649
941	0.3411937577
942	0.341030894
943	0.3409304206
944	0.3408346056
945	0.3406788625
946	0.3406572334
947	0.3405357192
948	0.3405131706
949	0.3404036616
950	0.3402923358
951	0.3402775935
952	0.3401491289
953	0.3401196823
954	0.3399779362
955	0.3398814086
956	0.3398754525
957	0.3397439746
958	0.3396233952
959	0.33960696
960	0.3394812735
961	0.339315874
962	0.3391685142
963	0.3389273166
964	0.3386448083
965	0.338623063
966	0.3384732843
967	0.3383253128
968	0.338116742
969	0.3380229522
970	0.3378613203
971	0.3377304123
972	0.3376517528
973	0.3375534615
974	0.3374222963
975	0.3372937988
976	0.3372672957
977	0.3371655818
978	0.3371425838
979	0.3369838358
980	0.3369482416
981	0.3367402141
982	0.3366150774
983	0.3365563113
984	0.3364961821
985	0.3363904877
986	0.3362088633
987	0.3361217604
988	0.3360563382
989	0.3359998239
990	0.3358562752
991	0.3357921145
992	0.335668996
993	0.3355571218
994	0.3354936853
995	0.3354846032
996	0.3353544047
997	0.3351807889
998	0.3350301407
999	0.3349560759
